cactus_id,legacy_display_name,accepted_name,accepted_author,accepted_genus,species,subfamily,tribe,names_count,all_names,all_names_with_status,photo_main_url,photo_flower_url,photo_spines_url,morphology_stem,morphology_spines,morphology_flower,morphology_fruit,notes_ru
wfo-0001289487,Cephalocereus oligolepis,Pilosocereus oligolepis,(Vaupel) Byles & G.D.Rowley,Pilosocereus,oligolepis,,,5,Cephalocereus oligolepis | Cereus oligolepis | Pilocereus oligolepis | Pilosocereus oligolepis | Pseudopilocereus oligolepis,Cephalocereus oligolepis [Synonym] | Cereus oligolepis [Synonym] | Pilocereus oligolepis [Synonym] | Pilosocereus oligolepis [Accepted] | Pseudopilocereus oligolepis [Synonym],,,,,,,,
wfo-0001245369,Pilocereus vollii,Pilosocereus arrabidae,(Lem.) Byles & G.D.Rowley,Pilosocereus,arrabidae,,,19,Cactus hexagonus | Cephalocereus arrabidae | Cephalocereus exerens | Cereus arrabidae | Cereus ericomus | Cereus exerens | Cereus reflexus | Cereus retroflexus | Cereus tilophorus | Cereus virens | Cereus warmingii | Pilocereus arrabidae | Pilocereus exerens | Pilocereus oligogonus | Pilocereus tilophorus | Pilocereus virens | Pilocereus vollii | Pilosocereus arrabidae | Pseudopilocereus arrabidae,Cactus hexagonus [Synonym] | Cephalocereus arrabidae [Synonym] | Cephalocereus exerens [Synonym] | Cereus arrabidae [Synonym] | Cereus ericomus [Synonym] | Cereus exerens [Synonym] | Cereus reflexus [Synonym] | Cereus retroflexus [Synonym] | Cereus tilophorus [Synonym] | Cereus virens [Synonym] | Cereus warmingii [Synonym] | Pilocereus arrabidae [Synonym] | Pilocereus exerens [Synonym] | Pilocereus oligogonus [Synonym] | Pilocereus tilophorus [Synonym] | Pilocereus virens [Synonym] | Pilocereus vollii [Synonym] | Pilosocereus arrabidae [Accepted] | Pseudopilocereus arrabidae [Synonym],,,,,,,,
wfo-0000597417,Pilocereus nigricans,Cereus nigricans,Lem.,Cereus,nigricans,,,2,Cereus nigricans | Pilocereus nigricans,Cereus nigricans [Accepted] | Pilocereus nigricans [Synonym],,,,,,,,
wfo-0000397685,Pilocereus niger,Pilocereus niger,(Salm-Dyck) Poit.,Pilocereus,niger,,,1,Pilocereus niger,Pilocereus niger [Unchecked],,,,,,,,
wfo-0000397688,Pilocereus phyllanthoides,Pilocereus phyllanthoides,K.Schum.,Pilocereus,phyllanthoides,,,1,Pilocereus phyllanthoides,Pilocereus phyllanthoides [Unchecked],,,,,,,,
wfo-0001431290,Trichocereus validus,Leucostele terscheckii,(J.Parm. ex Pfeiff.) Schlumpb.,Leucostele,terscheckii,,,10,Cereus fercheckii | Cereus fulvispinus | Cereus terscheckii | Echinopsis terscheckii | Leucostele terscheckii | Pilocereus terscheckii | Pilocereus terschenckii | Trichocereus terscheckii | Trichocereus terscheckioides | Trichocereus validus,Cereus fercheckii [Synonym] | Cereus fulvispinus [Synonym] | Cereus terscheckii [Synonym] | Echinopsis terscheckii [Synonym] | Leucostele terscheckii [Accepted] | Pilocereus terscheckii [Synonym] | Pilocereus terschenckii [Synonym] | Trichocereus terscheckii [Synonym] | Trichocereus terscheckioides [Synonym] | Trichocereus validus [Synonym],,,,,,,,
wfo-0000397760,Cactus lanuginosus,Pilosocereus lanuginosus,(L.) Byles & G.D.Rowley,Pilosocereus,lanuginosus,,,13,Cactus lanuginosus | Cephalocereus columbianus | Cephalocereus lanuginosus | Cereus lanuginosus | Cereus pfeifferi | Cereus royenii | Pilocereus coerulescens | Pilocereus consolei | Pilocereus lanuginosus | Pilocereus swartzii | Pilosocereus coerulescens | Pilosocereus lanuginosus | Pilosocereus panchesiorum,Cactus lanuginosus [Synonym] | Cephalocereus columbianus [Synonym] | Cephalocereus lanuginosus [Synonym] | Cereus lanuginosus [Synonym] | Cereus pfeifferi [Synonym] | Cereus royenii [Synonym] | Pilocereus coerulescens [Synonym] | Pilocereus consolei [Synonym] | Pilocereus lanuginosus [Synonym] | Pilocereus swartzii [Synonym] | Pilosocereus coerulescens [Synonym] | Pilosocereus lanuginosus [Accepted] | Pilosocereus panchesiorum [Synonym],,,,,,,,
wfo-0001289028,Cephalocereus brasiliensis,Pilosocereus brasiliensis,(Britton & Rose) Backeb.,Pilosocereus,brasiliensis,,,7,Cephalocereus brasiliensis | Cereus brasiliensis | Cereus sublanatus | Pilocereus brasiliensis | Pilocereus sublanatus | Pilosocereus brasiliensis | Pilosocereus sublanatus,Cephalocereus brasiliensis [Synonym] | Cereus brasiliensis [Synonym] | Cereus sublanatus [Synonym] | Pilocereus brasiliensis [Synonym] | Pilocereus sublanatus [Synonym] | Pilosocereus brasiliensis [Accepted] | Pilosocereus sublanatus [Synonym],,,,,,,,
wfo-0000597711,Cactus strictus,Cereus strictus,DC.,Cereus,strictus,,,6,Cactus strictus | Cephalocereus strictus | Cereus mollis | Cereus nigricans | Cereus strictus | Pilocereus strictus,Cactus strictus [Synonym] | Cephalocereus strictus [Synonym] | Cereus mollis [Synonym] | Cereus nigricans [Synonym] | Cereus strictus [Accepted] | Pilocereus strictus [Synonym],,,,,,,,
wfo-0000397791,Cephalocereus hapalacanthus,Pilocereus salvadorensis,Werderm.,Pilocereus,salvadorensis,,,16,Cephalocereus hapalacanthus | Cephalocereus rupicola | Cephalocereus salvadorensis | Cephalocereus sergipensis | Pilocereus hapalacanthus | Pilocereus rupicola | Pilocereus salvadorensis | Pilocereus sergipensis | Pilosocereus hapalacanthus | Pilosocereus rupicola | Pilosocereus salvadorensis | Pilosocereus sergipensis | Pseudopilocereus hapalacanthus | Pseudopilocereus rupicola | Pseudopilocereus salvadorensis | Pseudopilocereus sergipensis,Cephalocereus hapalacanthus [Synonym] | Cephalocereus rupicola [Synonym] | Cephalocereus salvadorensis [Synonym] | Cephalocereus sergipensis [Synonym] | Pilocereus hapalacanthus [Synonym] | Pilocereus rupicola [Synonym] | Pilocereus salvadorensis [Synonym] | Pilocereus sergipensis [Synonym] | Pilosocereus hapalacanthus [Synonym] | Pilosocereus rupicola [Synonym] | Pilosocereus salvadorensis [Synonym] | Pilosocereus sergipensis [Synonym] | Pseudopilocereus hapalacanthus [Synonym] | Pseudopilocereus rupicola [Synonym] | Pseudopilocereus salvadorensis [Synonym] | Pseudopilocereus sergipensis [Synonym],,,,,,,,
wfo-0000597113,Cephalocereus fricii,Cereus fricii,Backeb.,Cereus,fricii,,,7,Cephalocereus fricii | Cephalocereus russellianus | Cereus fricii | Cereus russellianus | Pilocereus russellianus | Subpilocereus fricii | Subpilocereus russellianus,Cephalocereus fricii [Synonym] | Cephalocereus russellianus [Synonym] | Cereus fricii [Accepted] | Cereus russellianus [Synonym] | Pilocereus russellianus [Synonym] | Subpilocereus fricii [Synonym] | Subpilocereus russellianus [Synonym],,,,,,,,
wfo-0000397704,Pilocereus royenii,Pilocereus royenii,(L.) Haw. ex Rümpler,Pilocereus,royenii,,,1,Pilocereus royenii,Pilocereus royenii [Unchecked],,,,,,,,
wfo-0001434670,Cephalocereus gounellei,Xiquexique gounellei,(F.A.C.Weber) Lavor & Calvente,Xiquexique,gounellei,,,8,Cephalocereus gounellei | Cereus gounellei | Cereus setosus | Pilocereus gounellei | Pilocereus setosus | Pilosocereus gounellei | Pseudopilocereus gounellei | Xiquexique gounellei,Cephalocereus gounellei [Synonym] | Cereus gounellei [Synonym] | Cereus setosus [Synonym] | Pilocereus gounellei [Synonym] | Pilocereus setosus [Synonym] | Pilosocereus gounellei [Synonym] | Pseudopilocereus gounellei [Synonym] | Xiquexique gounellei [Accepted],,,,,,,,
wfo-0000597393,Pilosocereus mortensenii,Cereus mortensenii,(Croizat) D.R.Hunt & N.P.Taylor,Cereus,mortensenii,,,6,Cereus mortensenii | Pilocereus mortensenii | Pilosocereus gruberi | Pilosocereus mortensenii | Praepilosocereus mortensenii | Subpilocereus mortensenii,Cereus mortensenii [Accepted] | Pilocereus mortensenii [Synonym] | Pilosocereus gruberi [Synonym] | Pilosocereus mortensenii [Synonym] | Praepilosocereus mortensenii [Synonym] | Subpilocereus mortensenii [Synonym],,,,,,,,
wfo-0001289438,Cephalocereus alensis,Pilosocereus alensis,(F.A.C.Weber) Byles & G.D.Rowley,Pilosocereus,alensis,,,8,Cephalocereus alensis | Cereus alensis | Pilocereus alensis | Pilocereus houlettii | Pilocereus houlletianum | Pilocereus houlletii | Pilocereus marschalleckianus | Pilosocereus alensis,Cephalocereus alensis [Synonym] | Cereus alensis [Synonym] | Pilocereus alensis [Synonym] | Pilocereus houlettii [Synonym] | Pilocereus houlletianum [Synonym] | Pilocereus houlletii [Synonym] | Pilocereus marschalleckianus [Synonym] | Pilosocereus alensis [Accepted],,,,,,,,
wfo-0000597209,Pilocereus horrispinus,Cereus horrispinus,Backeb.,Cereus,horrispinus,,,4,Cereus horrispinus | Pilocereus horrispinus | Subpilocereus horrispinus | Subpilocereus ottonis,Cereus horrispinus [Accepted] | Pilocereus horrispinus [Synonym] | Subpilocereus horrispinus [Synonym] | Subpilocereus ottonis [Synonym],,,,,,,,
wfo-0000397711,Pilocereus ghiesbrechtii,Pilocereus ghiesbrechtii,Rümpler,Pilocereus,ghiesbrechtii,,,1,Pilocereus ghiesbrechtii,Pilocereus ghiesbrechtii [Unchecked],,,,,,,,
wfo-0000597117,Cactus fulvispinosus,Cereus fulvispinosus,Haw.,Cereus,fulvispinosus,,,3,Cactus fulvispinosus | Cereus fulvispinosus | Pilocereus fulvispinosus,Cactus fulvispinosus [Synonym] | Cereus fulvispinosus [Accepted] | Pilocereus fulvispinosus [Synonym],,,,,,,,
wfo-0000594703,Mitrocereus fulviceps,Cephalocereus fulviceps,(F.A.C.Weber ex K.Schum.) H.E.Moore,Cephalocereus,fulviceps,,,8,Carnegiea fulviceps | Cephalocereus fulviceps | Cereus fulviceps | Mitrocereus fulviceps | Pachycereus chrysomallus | Pachycereus fulviceps | Pilocereus fulviceps | Pseudomitrocereus fulviceps,Carnegiea fulviceps [Synonym] | Cephalocereus fulviceps [Accepted] | Cereus fulviceps [Synonym] | Mitrocereus fulviceps [Synonym] | Pachycereus chrysomallus [Synonym] | Pachycereus fulviceps [Synonym] | Pilocereus fulviceps [Synonym] | Pseudomitrocereus fulviceps [Synonym],,,,,,,,
wfo-0000597593,Cephalocereus atroviridis,Cereus repandus,(L.) Mill.,Cereus,repandus,,,26,Cactus peruvianus | Cactus repandus | Cephalocereus atroviridis | Cephalocereus remolinensis | Cereus atroviridis | Cereus decandollei | Cereus decandollii | Cereus grenadensis | Cereus hermannianus | Cereus margaritensis | Cereus peruvianus | Cereus remolinensis | Cereus repandus | Cereus russelianus | Cereus spinosissimus | Cereus tinei | Pilocereus atroviridis | Pilocereus fricii | Pilocereus repandus | Piptanthocereus peruvianus | Stenocereus peruvianus | Subpilocereus atroviridis | Subpilocereus grenadensis | Subpilocereus margaritensis | Subpilocereus remolinensis | Subpilocereus repandus,Cactus peruvianus [Synonym] | Cactus repandus [Synonym] | Cephalocereus atroviridis [Synonym] | Cephalocereus remolinensis [Synonym] | Cereus atroviridis [Synonym] | Cereus decandollei [Synonym] | Cereus decandollii [Synonym] | Cereus grenadensis [Synonym] | Cereus hermannianus [Synonym] | Cereus margaritensis [Synonym] | Cereus peruvianus [Synonym] | Cereus remolinensis [Synonym] | Cereus repandus [Accepted] | Cereus repandus [Synonym] | Cereus russelianus [Synonym] | Cereus spinosissimus [Synonym] | Cereus tinei [Synonym] | Pilocereus atroviridis [Synonym] | Pilocereus fricii [Synonym] | Pilocereus repandus [Synonym] | Piptanthocereus peruvianus [Synonym] | Stenocereus peruvianus [Synonym] | Subpilocereus atroviridis [Synonym] | Subpilocereus grenadensis [Synonym] | Subpilocereus margaritensis [Synonym] | Subpilocereus remolinensis [Synonym] | Subpilocereus repandus [Synonym],,,,,,,,
wfo-0001287441,Cleistocactus tupizensis,Oreocereus celsianus,(Lem. ex Salm-Dyck) A.Berger ex Riccob.,Oreocereus,celsianus,,,19,Borzicactus celsianus | Cereus bruennowii | Cereus celsianus | Cereus fossulatus | Cleistocactus celsianus | Cleistocactus tupizensis | Echinopsis celsiana | Oreocereus bruennowii | Oreocereus celsianus | Oreocereus maximus | Oreocereus neocelsianus | Pilocereus bruennowii | Pilocereus brunnovianus | Pilocereus brunnowianus | Pilocereus brunnowii | Pilocereus celsianus | Pilocereus foveolatus | Pilocereus kanzleri | Pilocereus williamsii,Borzicactus celsianus [Synonym] | Cereus bruennowii [Synonym] | Cereus celsianus [Synonym] | Cereus fossulatus [Synonym] | Cleistocactus celsianus [Synonym] | Cleistocactus tupizensis [Synonym] | Echinopsis celsiana [Synonym] | Oreocereus bruennowii [Synonym] | Oreocereus celsianus [Accepted] | Oreocereus maximus [Synonym] | Oreocereus neocelsianus [Synonym] | Pilocereus bruennowii [Synonym] | Pilocereus brunnovianus [Synonym] | Pilocereus brunnowianus [Synonym] | Pilocereus brunnowii [Synonym] | Pilocereus celsianus [Synonym] | Pilocereus foveolatus [Synonym] | Pilocereus kanzleri [Synonym] | Pilocereus williamsii [Synonym],,,,,,,,
wfo-0000609303,Pilocereus jujuyensis,Cleistocactus hyalacanthus,(K.Schum.) Rol.-Goss.,Cleistocactus,hyalacanthus,,,7,Cereus hyalacanthus | Cleistocactus compactus | Cleistocactus hyalacanthus | Cleistocactus jujuyensis | Cleistocactus tarijensis | Echinopsis nothohyalacantha | Pilocereus jujuyensis,Cereus hyalacanthus [Synonym] | Cleistocactus compactus [Synonym] | Cleistocactus hyalacanthus [Accepted] | Cleistocactus hyalacanthus [Synonym] | Cleistocactus jujuyensis [Synonym] | Cleistocactus tarijensis [Synonym] | Echinopsis nothohyalacantha [Synonym] | Pilocereus jujuyensis [Synonym],,,,,,,,
wfo-0001289437,Pilocereus maxonii,Pilosocereus leucocephalus,(Poselg.) Byles & G.D.Rowley,Pilosocereus,leucocephalus,,,27,Cephalocereus cometes | Cephalocereus leucocephalus | Cephalocereus maxonii | Cephalocereus palmeri | Cephalocereus sartorianus | Cephalophorus palmeri | Cereus cometes | Cereus flavicomus | Cereus foersteri | Cereus houlletii | Cereus jubatus | Cereus maxonii | Cereus sartorianus | Cereus victoriensis | Pilocereus cometes | Pilocereus flavicomus | Pilocereus foersteri | Pilocereus jubatus | Pilocereus leucocephalus | Pilocereus maxonii | Pilocereus palmeri | Pilocereus sartorianus | Pilosocereus cometes | Pilosocereus leucocephalus | Pilosocereus maxonii | Pilosocereus palmeri | Pilosocereus sartorianus,Cephalocereus cometes [Synonym] | Cephalocereus leucocephalus [Synonym] | Cephalocereus maxonii [Synonym] | Cephalocereus palmeri [Synonym] | Cephalocereus sartorianus [Synonym] | Cephalophorus palmeri [Synonym] | Cereus cometes [Synonym] | Cereus flavicomus [Synonym] | Cereus foersteri [Synonym] | Cereus houlletii [Synonym] | Cereus jubatus [Synonym] | Cereus maxonii [Synonym] | Cereus sartorianus [Synonym] | Cereus victoriensis [Synonym] | Pilocereus cometes [Synonym] | Pilocereus flavicomus [Synonym] | Pilocereus foersteri [Synonym] | Pilocereus jubatus [Synonym] | Pilocereus leucocephalus [Synonym] | Pilocereus maxonii [Synonym] | Pilocereus palmeri [Synonym] | Pilocereus sartorianus [Synonym] | Pilosocereus cometes [Synonym] | Pilosocereus leucocephalus [Accepted] | Pilosocereus maxonii [Synonym] | Pilosocereus palmeri [Synonym] | Pilosocereus sartorianus [Synonym],,,,,,,,
wfo-0001434175,Ritterocereus fimbriatus,Stenocereus heptagonus,(L.) Mottram,Stenocereus,heptagonus,,,25,Cactus fimbriatus | Cactus heptagonus | Cactus hystrix | Cephalocereus swartzii | Cereus fimbriatus | Cereus grandispinus | Cereus heptagonus | Cereus hystrix | Cereus olivaceus | Cereus swartzii | Echinocactus hystrix | Griseocactus fimbriatus | Griseocereus fimbriatus | Harrisia fimbriata | Lemaireocereus hystrix | Neogriseocereus fimbriatus | Pilocereus fimbriatus | Pilocereus grandispinus | Pilosocereus swartzii | Rathbunia fimbriata | Ritterocereus fimbriatus | Ritterocereus hystrix | Stenocereus fimbriatus | Stenocereus heptagonus | Stenocereus hystrix,Cactus fimbriatus [Synonym] | Cactus heptagonus [Synonym] | Cactus hystrix [Synonym] | Cephalocereus swartzii [Synonym] | Cereus fimbriatus [Synonym] | Cereus grandispinus [Synonym] | Cereus heptagonus [Synonym] | Cereus hystrix [Synonym] | Cereus olivaceus [Synonym] | Cereus swartzii [Synonym] | Echinocactus hystrix [Synonym] | Griseocactus fimbriatus [Synonym] | Griseocereus fimbriatus [Synonym] | Harrisia fimbriata [Synonym] | Lemaireocereus hystrix [Synonym] | Neogriseocereus fimbriatus [Synonym] | Pilocereus fimbriatus [Synonym] | Pilocereus grandispinus [Synonym] | Pilosocereus swartzii [Synonym] | Rathbunia fimbriata [Synonym] | Ritterocereus fimbriatus [Synonym] | Ritterocereus hystrix [Synonym] | Stenocereus fimbriatus [Synonym] | Stenocereus heptagonus [Accepted] | Stenocereus hystrix [Synonym],,,,,,,,
wfo-0000397723,Pilocereus fouachianus,Pilocereus fouachianus,F.A.C.Weber,Pilocereus,fouachianus,,,1,Pilocereus fouachianus,Pilocereus fouachianus [Unchecked],,,,,,,,
wfo-0001245811,Borzicactus trollii,Oreocereus trollii,(Kupper) Backeb.,Oreocereus,trollii,,,7,Borzicactus trollii | Cereus trollii | Echinopsis trollii | Oreocereus crassiniveus | Oreocereus irigoyenii | Oreocereus trollii | Pilocereus trollii,Borzicactus trollii [Synonym] | Cereus trollii [Synonym] | Echinopsis trollii [Synonym] | Oreocereus crassiniveus [Synonym] | Oreocereus irigoyenii [Synonym] | Oreocereus trollii [Accepted] | Pilocereus trollii [Synonym],,,,,,,,
wfo-0000397725,Pilocereus monacanthus,Pilocereus monacanthus,Lawr.,Pilocereus,monacanthus,,,1,Pilocereus monacanthus,Pilocereus monacanthus [Unchecked],,,,,,,,
wfo-0000605582,Pilocereus minensis,Cipocereus minensis,(Werderm.) F.Ritter,Cipocereus,minensis,,,6,Cephalocereus minensis | Cereus minensis | Cipocereus minensis | Coleocephalocereus minensis | Pilocereus minensis | Pilosocereus minensis,Cephalocereus minensis [Synonym] | Cereus minensis [Synonym] | Cipocereus minensis [Accepted] | Coleocephalocereus minensis [Synonym] | Pilocereus minensis [Synonym] | Pilosocereus minensis [Synonym],,,,,,,,
wfo-0000597320,Pilocereus lutescens,Cereus lutescens,Salm-Dyck ex Pfeiff.,Cereus,lutescens,,,4,Cereus lutescens | Cereus trichacanthus | Pilocereus lutescens | Pilocereus trichacantus,Cereus lutescens [Accepted] | Cereus trichacanthus [Synonym] | Pilocereus lutescens [Synonym] | Pilocereus trichacantus [Synonym],,,,,,,,
wfo-0000398103,Cephalocereus claroviridis,Pilosocereus moritzianus,(Otto) Byles & G.D.Rowley,Pilosocereus,moritzianus,,,12,Cephalocereus backebergii | Cephalocereus claroviridis | Cephalocereus moritzianus | Cereus backebergii | Cereus claroviridis | Cereus moritzianus | Pilocereus backebergii | Pilocereus claroviridis | Pilocereus moritzianus | Pilosocereus backebergii | Pilosocereus claroviridis | Pilosocereus moritzianus,Cephalocereus backebergii [Synonym] | Cephalocereus claroviridis [Synonym] | Cephalocereus moritzianus [Synonym] | Cereus backebergii [Synonym] | Cereus claroviridis [Synonym] | Cereus moritzianus [Synonym] | Pilocereus backebergii [Synonym] | Pilocereus claroviridis [Synonym] | Pilocereus moritzianus [Synonym] | Pilosocereus backebergii [Synonym] | Pilosocereus claroviridis [Synonym] | Pilosocereus moritzianus [Accepted],,,,,,,,
wfo-0001302948,Cephalocereus leucostele,Arrojadoa leucostele,(Gürke) Anceschi & Magli,Arrojadoa,leucostele,,,5,Arrojadoa leucostele | Cephalocereus leucostele | Cereus leucostele | Pilocereus leucostele | Stephanocereus leucostele,Arrojadoa leucostele [Accepted] | Arrojadoa leucostele [Synonym] | Cephalocereus leucostele [Synonym] | Cereus leucostele [Synonym] | Pilocereus leucostele [Synonym] | Stephanocereus leucostele [Synonym],,,,,,,,
wfo-0000397744,Cephalocereus chrysostele,Pilosocereus chrysostele,(Vaupel) Byles & G.D.Rowley,Pilosocereus,chrysostele,,,5,Cephalocereus chrysostele | Cereus chrysostele | Pilocereus chrysostele | Pilosocereus chrysostele | Pseudopilocereus chrysostele,Cephalocereus chrysostele [Synonym] | Cereus chrysostele [Synonym] | Pilocereus chrysostele [Synonym] | Pilosocereus chrysostele [Accepted] | Pseudopilocereus chrysostele [Synonym],,,,,,,,
wfo-0000397745,Pilosocereus flexibispinus,Pilosocereus flexibilispinus,P.J.Braun & Esteves,Pilosocereus,flexibilispinus,,,3,Pilosocereus flexibilispinus | Pilosocereus flexibispinus | Pilosocereus mollispinus,Pilosocereus flexibilispinus [Accepted] | Pilosocereus flexibispinus [Synonym] | Pilosocereus mollispinus [Synonym],,,,,,,,
wfo-0000397757,Cephalocereus cuyabensis,Pilosocereus machrisii,(E.Y.Dawson) Backeb.,Pilosocereus,machrisii,,,12,Cephalocereus cuyabensis | Cephalocereus machrisii | Pilocereus cuyabensis | Pilosocereus cristalinensis | Pilosocereus cuyabensis | Pilosocereus estevesii | Pilosocereus goianus | Pilosocereus lindaianus | Pilosocereus lindanus | Pilosocereus machrisii | Pseudopilocereus cuyabensis | Pseudopilocereus machrisii,Cephalocereus cuyabensis [Synonym] | Cephalocereus machrisii [Synonym] | Pilocereus cuyabensis [Synonym] | Pilosocereus cristalinensis [Synonym] | Pilosocereus cuyabensis [Synonym] | Pilosocereus estevesii [Synonym] | Pilosocereus goianus [Synonym] | Pilosocereus lindaianus [Synonym] | Pilosocereus lindanus [Synonym] | Pilosocereus machrisii [Accepted] | Pseudopilocereus cuyabensis [Synonym] | Pseudopilocereus machrisii [Synonym],,,,,,,,
wfo-0001256480,Pilosocereus cenepequei,Pilosocereus cyaneus,F.Ritter,Pilosocereus,cyaneus,,,2,Pilosocereus cenepequei | Pilosocereus cyaneus,Pilosocereus cenepequei [Synonym] | Pilosocereus cyaneus [Synonym],,,,,,,,
wfo-0000397763,Pseudopilocereus juaruensis,Pilosocereus juaruensis,(Buining & Brederoo) P.J.Braun,Pilosocereus,juaruensis,,,6,Pilosocereus densivillosus | Pilosocereus juaruensis | Pilosocereus paraguayensis | Pilosocereus saudadensis | Pseudopilocereus juaruensis | Pseudopilocereus saudadensis,Pilosocereus densivillosus [Synonym] | Pilosocereus juaruensis [Accepted] | Pilosocereus paraguayensis [Synonym] | Pilosocereus saudadensis [Synonym] | Pseudopilocereus juaruensis [Synonym] | Pseudopilocereus saudadensis [Synonym],,,,,,,,
wfo-0000605581,Cereus laniflorus,Cipocereus laniflorus,N.P.Taylor & Zappi,Cipocereus,laniflorus,,,3,Cereus laniflorus | Cipocereus laniflorus | Pilosocereus laniflorus,Cereus laniflorus [Synonym] | Cipocereus laniflorus [Accepted] | Pilosocereus laniflorus [Synonym],,,,,,,,
wfo-0000397762,Pseudopilocereus fulvilanatus,Pilosocereus fulvilanatus,(Buining & Brederoo) F.Ritter,Pilosocereus,fulvilanatus,,,2,Pilosocereus fulvilanatus | Pseudopilocereus fulvilanatus,Pilosocereus fulvilanatus [Accepted] | Pseudopilocereus fulvilanatus [Synonym],,,,,,,,
wfo-0000397764,Cereus tehuacanus,Pilosocereus chrysacanthus,(F.A.C.Weber ex K.Schum.) Byles & G.D.Rowley,Pilosocereus,chrysacanthus,,,11,Cephalocereus chrysacanthus | Cephalocereus quadricentralis | Cephalocereus tehuacanus | Cephalophorus chrysacanthus | Cereus chrysacanthus | Cereus tehuacanus | Pilocereus chrysacanthus | Pilocereus tehuacanus | Pilosocereus chrysacanthus | Pilosocereus quadricentralis | Pilosocereus tehuacanus,Cephalocereus chrysacanthus [Synonym] | Cephalocereus quadricentralis [Synonym] | Cephalocereus tehuacanus [Synonym] | Cephalophorus chrysacanthus [Synonym] | Cereus chrysacanthus [Synonym] | Cereus tehuacanus [Synonym] | Pilocereus chrysacanthus [Synonym] | Pilocereus tehuacanus [Synonym] | Pilosocereus chrysacanthus [Accepted] | Pilosocereus quadricentralis [Synonym] | Pilosocereus tehuacanus [Synonym],,,,,,,,
wfo-0000397770,Pilosocereus gimnensis,Pilosocereus gimnensis,Rauh & Backeb.,Pilosocereus,gimnensis,,,1,Pilosocereus gimnensis,Pilosocereus gimnensis [Unchecked],,,,,,,,
wfo-0000397773,Cephalocereus kanukuensis,Pilosocereus kanukuensis,(Alexander) Leuenb.,Pilosocereus,kanukuensis,,,2,Cephalocereus kanukuensis | Pilosocereus kanukuensis,Cephalocereus kanukuensis [Synonym] | Pilosocereus kanukuensis [Accepted],,,,,,,,
wfo-0001256479,Cephalocereus glaucescens,Pilosocereus pachycladus,F.Ritter,Pilosocereus,pachycladus,,,18,Cephalocereus glaucescens | Pilocereus glaucescens | Pilosocereus atroflavispinus | Pilosocereus azureus | Pilosocereus glaucescens | Pilosocereus hermii | Pilosocereus oreus | Pilosocereus pachycladus | Pilosocereus schoebelii | Pilosocereus splendidus | Pilosocereus superbus | Pseudopilocereus atroflavispinus | Pseudopilocereus azureus | Pseudopilocereus glaucescens | Pseudopilocereus oreus | Pseudopilocereus pachycladus | Pseudopilocereus splendidus | Pseudopilocereus superbus,Cephalocereus glaucescens [Synonym] | Pilocereus glaucescens [Synonym] | Pilosocereus atroflavispinus [Synonym] | Pilosocereus azureus [Synonym] | Pilosocereus glaucescens [Synonym] | Pilosocereus hermii [Synonym] | Pilosocereus oreus [Synonym] | Pilosocereus pachycladus [Accepted] | Pilosocereus schoebelii [Synonym] | Pilosocereus splendidus [Synonym] | Pilosocereus superbus [Synonym] | Pseudopilocereus atroflavispinus [Synonym] | Pseudopilocereus azureus [Synonym] | Pseudopilocereus glaucescens [Synonym] | Pseudopilocereus oreus [Synonym] | Pseudopilocereus pachycladus [Synonym] | Pseudopilocereus splendidus [Synonym] | Pseudopilocereus superbus [Synonym],,,,,,,,
wfo-0000619752,Pilocopiapoa hypogaea,Copiapoa hypogaea,F.Ritter,Copiapoa,hypogaea,,,2,Copiapoa hypogaea | Pilocopiapoa hypogaea,Copiapoa hypogaea [Accepted] | Pilocopiapoa hypogaea [Synonym],,,,,,,,
wfo-0000397778,Pseudopilocereus aurilanatus,Pilosocereus aurilanatus,F.Ritter,Pilosocereus,aurilanatus,,,2,Pilosocereus aurilanatus | Pseudopilocereus aurilanatus,Pilosocereus aurilanatus [Accepted] | Pseudopilocereus aurilanatus [Synonym],,,,,,,,
wfo-0001433704,Cephalocereus barbadensis,Pilosocereus curtisii,(Otto) A.R.Franck,Pilosocereus,curtisii,,,11,Cephalocereus barbadensis | Cephalocereus urbanianus | Cereus barbadensis | Cereus curtisii | Cereus urbanianus | Pilocereus barbadensis | Pilocereus curtisii | Pilocereus urbanianus | Pilosocereus barbadensis | Pilosocereus curtisii | Pilosocereus urbanianus,Cephalocereus barbadensis [Synonym] | Cephalocereus urbanianus [Synonym] | Cereus barbadensis [Synonym] | Cereus curtisii [Synonym] | Cereus urbanianus [Synonym] | Pilocereus barbadensis [Synonym] | Pilocereus curtisii [Synonym] | Pilocereus urbanianus [Synonym] | Pilosocereus barbadensis [Synonym] | Pilosocereus curtisii [Accepted] | Pilosocereus urbanianus [Synonym],,,,,,,,
wfo-0000398081,Cereus ulei,Pilosocereus ulei,(K.Schum.) Byles & G.D.Rowley,Pilosocereus,ulei,,,4,Cereus ulei | Pilocereus ulei | Pilosocereus ulei | Pseudopilocereus ulei,Cereus ulei [Synonym] | Pilocereus ulei [Synonym] | Pilosocereus ulei [Accepted] | Pseudopilocereus ulei [Synonym],,,,,,,,
wfo-0000397793,Pilocereus catalani,Pilosocereus catalani,(Riccob.) Byles & G.D.Rowley,Pilosocereus,catalani,,,2,Pilocereus catalani | Pilosocereus catalani,Pilocereus catalani [Synonym] | Pilosocereus catalani [Accepted],,,,,,,,
