cactus_id,legacy_display_name,accepted_name,accepted_author,accepted_genus,species,subfamily,tribe,names_count,all_names,all_names_with_status,photo_main_url,photo_flower_url,photo_spines_url,morphology_stem,morphology_spines,morphology_flower,morphology_fruit,notes_ru
wfo-0001256468,Pseudopilocereus carolinensis,Pilosocereus flavipulvinatus,(Buining & Brederoo) F.Ritter,Pilosocereus,flavipulvinatus,,,4,Pilosocereus carolinensis | Pilosocereus flavipulvinatus | Pseudopilocereus carolinensis | Pseudopilocereus flavipulvinatus,Pilosocereus carolinensis [Synonym] | Pilosocereus flavipulvinatus [Accepted] | Pseudopilocereus carolinensis [Synonym] | Pseudopilocereus flavipulvinatus [Synonym],,,,,,,,
wfo-0000397795,Coleocephalocereus aureispinus,Pilosocereus aureispinus,(Buining & Brederoo) F.Ritter,Pilosocereus,aureispinus,,,2,Coleocephalocereus aureispinus | Pilosocereus aureispinus,Coleocephalocereus aureispinus [Synonym] | Pilosocereus aureispinus [Accepted],,,,,,,,
wfo-0000605579,Cephalocereus bradei,Cipocereus bradei,(Backeb. & Voll) Zappi & N.P.Taylor,Cipocereus,bradei,,,6,Cephalocereus bradei | Cereus bradei | Cipocereus bradei | Pilocereus bradei | Pilosocereus bradei | Pseudopilocereus bradei,Cephalocereus bradei [Synonym] | Cereus bradei [Synonym] | Cipocereus bradei [Accepted] | Pilocereus bradei [Synonym] | Pilosocereus bradei [Synonym] | Pseudopilocereus bradei [Synonym],,,,,,,,
wfo-1000061031,Pilosocereus bohlei,Xiquexique bohlei,(Hofacker) N.P.Taylor,Xiquexique,bohlei,,,2,Pilosocereus bohlei | Xiquexique bohlei,Pilosocereus bohlei [Synonym] | Xiquexique bohlei [Accepted],,,,,,,,
wfo-0000397802,Pilosocereus azulensis,Pilosocereus azulensis,N.P.Taylor & Zappi,Pilosocereus,azulensis,,,1,Pilosocereus azulensis,Pilosocereus azulensis [Accepted],,,,,,,,
wfo-1000062490,Pilosocereus braunii,Xiquexique braunii,(Esteves) M.Köhler,Xiquexique,braunii,,,2,Pilosocereus braunii | Xiquexique braunii,Pilosocereus braunii [Synonym] | Xiquexique braunii [Accepted],,,,,,,,
wfo-0001287943,Acanthorhipsalis micrantha,Lymanbensonia micrantha,(Vaupel) Kimnach,Lymanbensonia,micrantha,,,5,Acanthorhipsalis micrantha | Cereus micranthus | Lepismium micranthum | Lymanbensonia micrantha | Pfeiffera micrantha,Acanthorhipsalis micrantha [Synonym] | Cereus micranthus [Synonym] | Lepismium micranthum [Synonym] | Lymanbensonia micrantha [Accepted] | Pfeiffera micrantha [Synonym],,,,,,,,
wfo-0001284290,Acanthorhipsalis asperula,Pfeiffera monacantha,(Griseb.) P.V.Heath,Pfeiffera,monacantha,,,10,Acanthorhipsalis asperula | Acanthorhipsalis incahuasina | Acanthorhipsalis monacantha | Acanthorhipsalis samaipatana | Hariota monacantha | Lepismium monacanthum | Pfeiffera incahuasina | Pfeiffera monacantha | Rhipsalis asperula | Rhipsalis monacantha,Acanthorhipsalis asperula [Synonym] | Acanthorhipsalis incahuasina [Synonym] | Acanthorhipsalis monacantha [Synonym] | Acanthorhipsalis samaipatana [Synonym] | Hariota monacantha [Synonym] | Lepismium monacanthum [Synonym] | Pfeiffera incahuasina [Synonym] | Pfeiffera monacantha [Accepted] | Rhipsalis asperula [Synonym] | Rhipsalis monacantha [Synonym],,,,,,,,
wfo-0001431174,Cactus divaricatus,Harrisia divaricata,(Lam.) Backeb.,Harrisia,divaricata,,,11,Cactus divaricatus | Cereus divaricatus | Cereus divergens | Cereus nashii | Cereus serruliflorus | Harrisia divaricata | Harrisia nashii | Harrisia serruliflora | Harrisia serruliflorus | Pilocereus divaricatus | Serrulatocereus serruliflorus,Cactus divaricatus [Synonym] | Cereus divaricatus [Synonym] | Cereus divergens [Synonym] | Cereus nashii [Synonym] | Cereus serruliflorus [Synonym] | Harrisia divaricata [Accepted] | Harrisia divaricata [Synonym] | Harrisia nashii [Synonym] | Harrisia serruliflora [Synonym] | Harrisia serruliflorus [Synonym] | Pilocereus divaricatus [Synonym] | Serrulatocereus serruliflorus [Synonym],,,,,,,,
wfo-0000397811,Acanthorhipsalis paranganiensis,Pfeiffera paranganiensis,(Cárdenas) P.V.Heath,Pfeiffera,paranganiensis,,,6,Acanthorhipsalis paranganiensis | Bolivihanburya paranganiensis | Lepismium paranganiense | Nothorhipsalis paranganiensis | Pfeiffera paranganiensis | Rhipsalis paranganiensis,Acanthorhipsalis paranganiensis [Synonym] | Bolivihanburya paranganiensis [Synonym] | Lepismium paranganiense [Synonym] | Nothorhipsalis paranganiensis [Synonym] | Pfeiffera paranganiensis [Accepted] | Rhipsalis paranganiensis [Synonym],,,,,,,,
wfo-0000749746,Acanthorhipsalis brevispina,Lymanbensonia brevispina,(Barthlott) Barthlott & N.Korotkova,Lymanbensonia,brevispina,,,6,Acanthorhipsalis brevispina | Lepismium brevispinum | Lymanbensonia brevispina | Pfeiffera brevispina | Rhipsalis brevispina | Rhipsalis riocampanensis,Acanthorhipsalis brevispina [Synonym] | Lepismium brevispinum [Synonym] | Lymanbensonia brevispina [Accepted] | Pfeiffera brevispina [Synonym] | Rhipsalis brevispina [Synonym] | Rhipsalis riocampanensis [Synonym],,,,,,,,
wfo-0001256202,Peyotl diffusus,Lophophora diffusa,(Croizat) Bravo,Lophophora,diffusa,,,6,Lophophora diffusa | Lophophora koehresii | Lophophora viridescens | Peyotl diffusus | Peyotl koehresii | Peyotl viridescens,Lophophora diffusa [Accepted] | Lophophora koehresii [Synonym] | Lophophora viridescens [Synonym] | Peyotl diffusus [Synonym] | Peyotl koehresii [Synonym] | Peyotl viridescens [Synonym],,,,,,,,
wfo-0000670157,Phyllocactus cartagensis,Epiphyllum cartagense,(F.A.C.Weber) Britton & Rose,Epiphyllum,cartagense,,,2,Epiphyllum cartagense | Phyllocactus cartagensis,Epiphyllum cartagense [Accepted] | Phyllocactus cartagensis [Synonym],,,,,,,,
wfo-0000397821,Phyllocactus campmannii,Phyllocactus campmannii,Hook.f.,Phyllocactus,campmannii,,,1,Phyllocactus campmannii,Phyllocactus campmannii [Unchecked],,,,,,,,
wfo-0001430590,Cereus mexicanus,Disocactus anguliger,(Lem.) M.A.Cruz & S.Arias,Disocactus,anguliger,,,10,Cereus mexicanus | Disocactus anguliger | Epiphyllum anguliger | Epiphyllum darrahii | Phyllocactus angularis | Phyllocactus angulifer | Phyllocactus anguliger | Phyllocactus darrahii | Phyllocactus mexicanus | Phyllocactus serratus,Cereus mexicanus [Synonym] | Disocactus anguliger [Accepted] | Epiphyllum anguliger [Synonym] | Epiphyllum darrahii [Synonym] | Phyllocactus angularis [Synonym] | Phyllocactus angulifer [Synonym] | Phyllocactus anguliger [Synonym] | Phyllocactus darrahii [Synonym] | Phyllocactus mexicanus [Synonym] | Phyllocactus serratus [Synonym],,,,,,,,
wfo-0000397825,Phyllocactus acutifrons,Phyllocactus acutifrons,Salm-Dyck,Phyllocactus,acutifrons,,,1,Phyllocactus acutifrons,Phyllocactus acutifrons [Unchecked],,,,,,,,
wfo-0000681469,Philippicereus castaneus,Eulychnia castanea,Phil.,Eulychnia,castanea,,,3,Cereus castaneus | Eulychnia castanea | Philippicereus castaneus,Cereus castaneus [Synonym] | Eulychnia castanea [Accepted] | Philippicereus castaneus [Synonym],,,,,,,,
wfo-0001256252,Krainzia longiflora,Mammillaria longiflora,(Britton & Rose) A.Berger,Mammillaria,longiflora,,,5,Chilita longiflora | Krainzia longiflora | Mammillaria longiflora | Neomammillaria longiflora | Phellosperma longiflora,Chilita longiflora [Synonym] | Krainzia longiflora [Synonym] | Mammillaria longiflora [Accepted] | Neomammillaria longiflora [Synonym] | Phellosperma longiflora [Synonym],,,,,,,,
wfo-0000397847,Cactus frutescens,Pereskiopsis rotundifolia,(DC.) Britton & Rose,Pereskiopsis,rotundifolia,,,7,Cactus frutescens | Cactus rotundifolius | Grusonia rotundifolia | Opuntia chapistle | Pereskia rotundifolia | Pereskiopsis chapistle | Pereskiopsis rotundifolia,Cactus frutescens [Synonym] | Cactus rotundifolius [Synonym] | Grusonia rotundifolia [Synonym] | Opuntia chapistle [Synonym] | Pereskia rotundifolia [Synonym] | Pereskiopsis chapistle [Synonym] | Pereskiopsis rotundifolia [Accepted],,,,,,,,
wfo-0000397850,Grusonia kellermanii,Pereskiopsis kellermanii,Rose,Pereskiopsis,kellermanii,,,4,Grusonia kellermanii | Pereskia scandens | Pereskiopsis kellermanii | Pereskiopsis scandens,Grusonia kellermanii [Synonym] | Pereskia scandens [Synonym] | Pereskiopsis kellermanii [Accepted] | Pereskiopsis scandens [Synonym],,,,,,,,
wfo-0001256066,Notocactus rudibuenekeri,Parodia rudibuenekeri,(W.R.Abraham) Hofacker & P.J.Braun,Parodia,rudibuenekeri,,,3,Notocactus rudibuenekeri | Parodia rudibuenekeri | Peronocactus rudibuenekeri,Notocactus rudibuenekeri [Synonym] | Parodia rudibuenekeri [Accepted] | Peronocactus rudibuenekeri [Synonym],,,,,,,,
wfo-0001256055,Notocactus acutus,Parodia oxycostata,(Buining & Brederoo) Hofacker,Parodia,oxycostata,,,4,Notocactus acutus | Notocactus oxycostatus | Parodia oxycostata | Peronocactus oxycostatus,Notocactus acutus [Synonym] | Notocactus oxycostatus [Synonym] | Parodia oxycostata [Accepted] | Peronocactus oxycostatus [Synonym],,,,,,,,
wfo-0001245375,Pilocereus floccosus,Pilosocereus floccosus,Byles & G.D.Rowley,Pilosocereus,floccosus,,,5,Cereus barbatus | Pilocereus barbatus | Pilocereus floccosus | Pilosocereus floccosus | Pseudopilocereus floccosus,Cereus barbatus [Synonym] | Pilocereus barbatus [Synonym] | Pilocereus floccosus [Synonym] | Pilosocereus floccosus [Accepted] | Pseudopilocereus floccosus [Synonym],,,,,,,,
wfo-0000596793,Echinocactus dumelianus,Cereus auratus,Labour.,Cereus,auratus,,,4,Cereus auratus | Echinocactus dumelianus | Echinopsis aurata | Pilocereus auratus,Cereus auratus [Accepted] | Echinocactus dumelianus [Synonym] | Echinopsis aurata [Synonym] | Pilocereus auratus [Synonym],,,,,,,,
wfo-0001245371,Cephalocereus aurisetus,Pilosocereus aurisetus,(Werderm.) Byles & G.D.Rowley,Pilosocereus,aurisetus,,,10,Cephalocereus aurisetus | Cereus coerulescens | Cereus mendory | Pilocereus andryanus | Pilocereus aurisetus | Pilosocereus aurisetus | Pilosocereus supthutianus | Pilosocereus werdermannianus | Pseudopilocereus aurisetus | Pseudopilocereus werdermannianus,Cephalocereus aurisetus [Synonym] | Cereus coerulescens [Synonym] | Cereus mendory [Synonym] | Pilocereus andryanus [Synonym] | Pilocereus aurisetus [Synonym] | Pilosocereus aurisetus [Accepted] | Pilosocereus supthutianus [Synonym] | Pilosocereus werdermannianus [Synonym] | Pseudopilocereus aurisetus [Synonym] | Pseudopilocereus werdermannianus [Synonym],,,,,,,,
wfo-0000397868,Pilocereus albisetosus,Pilocereus albisetosus,(Haw.) K.Schum.,Pilocereus,albisetosus,,,1,Pilocereus albisetosus,Pilocereus albisetosus [Unchecked],,,,,,,,
wfo-0001287614,Binghamia olowinskiana,Haageocereus acranthus,(Vaupel) Backeb.,Haageocereus,acranthus,,,10,Binghamia acrantha | Binghamia olowinskiana | Cereus acranthus | Haageocereus achaetus | Haageocereus acranthus | Haageocereus clavispinus | Haageocereus deflexispinus | Haageocereus matucanensis | Haageocereus olowinskianus | Pilocereus acranthus,Binghamia acrantha [Synonym] | Binghamia olowinskiana [Synonym] | Cereus acranthus [Synonym] | Haageocereus achaetus [Synonym] | Haageocereus acranthus [Accepted] | Haageocereus clavispinus [Synonym] | Haageocereus deflexispinus [Synonym] | Haageocereus matucanensis [Synonym] | Haageocereus olowinskianus [Synonym] | Pilocereus acranthus [Synonym],,,,,,,,
wfo-1000050718,Pierrebraunia brauniorum,Pilosocereus brauniorum,(Esteves) N.P.Taylor & Zappi,Pilosocereus,brauniorum,,,2,Pierrebraunia brauniorum | Pilosocereus brauniorum,Pierrebraunia brauniorum [Synonym] | Pilosocereus brauniorum [Accepted],,,,,,,,
wfo-0000549677,Floribunda bahiensis,Arrojadoa bahiensis,(P.J.Braun & Esteves) N.P.Taylor & Eggli,Arrojadoa,bahiensis,,,3,Arrojadoa bahiensis | Floribunda bahiensis | Pierrebraunia bahiensis,Arrojadoa bahiensis [Accepted] | Floribunda bahiensis [Synonym] | Pierrebraunia bahiensis [Synonym],,,,,,,,
wfo-0001434736,Cereus crenatus,Disocactus crenatus,(Lindl.) M.A.Cruz & S.Arias,Disocactus,crenatus,,,6,Cereus crenatus | Disocactus crenatus | Epiphyllum caulorhizum | Epiphyllum crenatum | Phyllocactus caulorhizus | Phyllocactus crenatus,Cereus crenatus [Synonym] | Disocactus crenatus [Accepted] | Epiphyllum caulorhizum [Synonym] | Epiphyllum crenatum [Synonym] | Phyllocactus caulorhizus [Synonym] | Phyllocactus crenatus [Synonym],,,,,,,,
wfo-0000397874,Pilocereus angulosus,Pilocereus angulosus,C.F.Först.,Pilocereus,angulosus,,,1,Pilocereus angulosus,Pilocereus angulosus [Unchecked],,,,,,,,
wfo-0000397877,Pilocereus crenatus,Pilocereus crenatus,K.Schum.,Pilocereus,crenatus,,,1,Pilocereus crenatus,Pilocereus crenatus [Unchecked],,,,,,,,
wfo-0001245372,Cephalocereus catingicola,Pilosocereus catingicola,(Gürke) Byles & G.D.Rowley,Pilosocereus,catingicola,,,7,Cephalocereus catingicola | Cereus catingicola | Pilocereus catingicola | Pilosocereus catingicola | Pilosocereus robustus | Pseudopilocereus catingicola | Pseudopilocereus robustus,Cephalocereus catingicola [Synonym] | Cereus catingicola [Synonym] | Pilocereus catingicola [Synonym] | Pilosocereus catingicola [Accepted] | Pilosocereus robustus [Synonym] | Pseudopilocereus catingicola [Synonym] | Pseudopilocereus robustus [Synonym],,,,,,,,
wfo-0000670203,Cactus oxypetalus,Epiphyllum oxypetalum,(DC.) Haw.,Epiphyllum,oxypetalum,,,14,Cactus oxypetalus | Cereus latifrons | Cereus oxypetalus | Epiphyllum acuminatum | Epiphyllum grande | Epiphyllum latifrons | Epiphyllum oxypetalum | Epiphyllum purpusii | Phyllocactus acuminatus | Phyllocactus grandis | Phyllocactus guyanensis | Phyllocactus latifrons | Phyllocactus oxypetalus | Phyllocactus purpusii,Cactus oxypetalus [Synonym] | Cereus latifrons [Synonym] | Cereus oxypetalus [Synonym] | Epiphyllum acuminatum [Synonym] | Epiphyllum grande [Synonym] | Epiphyllum latifrons [Synonym] | Epiphyllum oxypetalum [Accepted] | Epiphyllum purpusii [Synonym] | Phyllocactus acuminatus [Synonym] | Phyllocactus grandis [Synonym] | Phyllocactus guyanensis [Synonym] | Phyllocactus latifrons [Synonym] | Phyllocactus oxypetalus [Synonym] | Phyllocactus purpusii [Synonym],,,,,,,,
wfo-0000397894,× Phyllocereus × cinnabarinus,× Phyllocereus × cinnabarinus,(Eichlam) Knebel,Phyllocereus,cinnabarinus,,,1,× Phyllocereus × cinnabarinus,× Phyllocereus × cinnabarinus [Accepted],,,,,,,,
wfo-0000397895,Phyllocactus longipes,Phyllocactus longipes,Labour.,Phyllocactus,longipes,,,1,Phyllocactus longipes,Phyllocactus longipes [Unchecked],,,,,,,,
wfo-0000397897,Phyllocactus londonii,Phyllocactus londonii,J.N.Haage ex Labour.,Phyllocactus,londonii,,,1,Phyllocactus londonii,Phyllocactus londonii [Unchecked],,,,,,,,
wfo-0000397899,Phyllocactus kampmannii,Phyllocactus kampmannii,Orcutt,Phyllocactus,kampmannii,,,1,Phyllocactus kampmannii,Phyllocactus kampmannii [Unchecked],,,,,,,,
wfo-0000397900,Phyllocactus jenkinsonii,Phyllocactus jenkinsonii,Haage,Phyllocactus,jenkinsonii,,,1,Phyllocactus jenkinsonii,Phyllocactus jenkinsonii [Unchecked],,,,,,,,
wfo-0000397901,Phyllocactus ignescens,Phyllocactus ignescens,J.N.Haage,Phyllocactus,ignescens,,,1,Phyllocactus ignescens,Phyllocactus ignescens [Unchecked],,,,,,,,
wfo-0000397902,Phyllocactus hybridus,Phyllocactus hybridus,Voss,Phyllocactus,hybridus,,,1,Phyllocactus hybridus,Phyllocactus hybridus [Unchecked],,,,,,,,
wfo-0000397903,Phyllocactus macquiana,Phyllocactus macquiana,Salm-Dyck ex Labour.,Phyllocactus,macquiana,,,1,Phyllocactus macquiana,Phyllocactus macquiana [Unchecked],,,,,,,,
wfo-0000397905,Phyllocactus macropterus,Phyllocactus macropterus,Lem.,Phyllocactus,macropterus,,,1,Phyllocactus macropterus,Phyllocactus macropterus [Unchecked],,,,,,,,
wfo-0001433963,Epiphyllopsis gaertneri,Rhipsalidopsis gaertneri,(Regel) Linding.,Rhipsalidopsis,gaertneri,,,9,Epiphyllopsis gaertneri | Epiphyllum gaertneri | Epiphyllum makoyanum | Hatiora gaertneri | Phyllocactus gaertneri | Rhipsalidopsis gaertneri | Rhipsalidopsis serrata | Rhipsalis gaertneri | Schlumbergera gaertneri,Epiphyllopsis gaertneri [Synonym] | Epiphyllum gaertneri [Synonym] | Epiphyllum makoyanum [Synonym] | Hatiora gaertneri [Synonym] | Phyllocactus gaertneri [Synonym] | Rhipsalidopsis gaertneri [Accepted] | Rhipsalidopsis gaertneri [Synonym] | Rhipsalidopsis serrata [Synonym] | Rhipsalis gaertneri [Synonym] | Schlumbergera gaertneri [Synonym],,,,,,,,
wfo-0000397908,Phyllocactus franzii,Phyllocactus franzii,Hildm.,Phyllocactus,franzii,,,1,Phyllocactus franzii,Phyllocactus franzii [Unchecked],,,,,,,,
wfo-0000397912,Phyllocactus purpureus,Phyllocactus purpureus,Haage,Phyllocactus,purpureus,,,1,Phyllocactus purpureus,Phyllocactus purpureus [Unchecked],,,,,,,,
wfo-0001271804,Phyllocactus weingartii,Phyllocactus weingartii,A.Berger,Phyllocactus,weingartii,,,1,Phyllocactus weingartii,Phyllocactus weingartii [Synonym],,,,,,,,
wfo-0000652251,Heliochia violacea,Disocactus × violaceus,(F.Sm. & T.Sm.bis ex Mast.) Barthlott,Disocactus,violaceus,,,3,Disocactus × violaceus | Heliochia violacea | Phyllocactus violaceus,Disocactus × violaceus [Accepted] | Heliochia violacea [Synonym] | Phyllocactus violaceus [Synonym],,,,,,,,
wfo-0000397915,Phyllocactus triumphans,Phyllocactus triumphans,J.N.Haage,Phyllocactus,triumphans,,,1,Phyllocactus triumphans,Phyllocactus triumphans [Unchecked],,,,,,,,
wfo-0000670245,Phyllocactus thomasianus,Epiphyllum thomasianum,(K.Schum.) Britton & Rose,Epiphyllum,thomasianum,,,2,Epiphyllum thomasianum | Phyllocactus thomasianus,Epiphyllum thomasianum [Accepted] | Phyllocactus thomasianus [Synonym],,,,,,,,
wfo-0000397919,Phyllocactus selloi,Phyllocactus selloi,Sello ex Labour.,Phyllocactus,selloi,,,1,Phyllocactus selloi,Phyllocactus selloi [Unchecked],,,,,,,,
wfo-0001289405,Cereus russellianus,Schlumbergera russelliana,(Hook.) Britton & Rose,Schlumbergera,russelliana,,,5,Cereus russellianus | Epiphyllum russellianum | Phyllocactus russellianus | Schlumbergera epiphylloides | Schlumbergera russelliana,Cereus russellianus [Synonym] | Epiphyllum russellianum [Synonym] | Phyllocactus russellianus [Synonym] | Schlumbergera epiphylloides [Synonym] | Schlumbergera russelliana [Accepted],,,,,,,,
wfo-0000397922,Phyllocactus lothii,Phyllocactus lothii,Pfeiff. ex Labour.,Phyllocactus,lothii,,,1,Phyllocactus lothii,Phyllocactus lothii [Unchecked],,,,,,,,
wfo-0000397923,Phyllocactus charltonii,Phyllocactus charltonii,Mast.,Phyllocactus,charltonii,,,1,Phyllocactus charltonii,Phyllocactus charltonii [Unchecked],,,,,,,,
wfo-0000397924,Phyllocactus pommer-eschei,Phyllocactus pommer-eschei,Hildm.,Phyllocactus,pommer-eschei,,,1,Phyllocactus pommer-eschei,Phyllocactus pommer-eschei [Unchecked],,,,,,,,
wfo-0000397928,Phyllocactus mexicanus,Phyllocactus mexicanus,Salm-Dyck ex Labour.,Phyllocactus,mexicanus,,,1,Phyllocactus mexicanus,Phyllocactus mexicanus [Unchecked],,,,,,,,
wfo-0000397929,Phyllocactus maurantianus,Phyllocactus maurantianus,Labour.,Phyllocactus,maurantianus,,,1,Phyllocactus maurantianus,Phyllocactus maurantianus [Unchecked],,,,,,,,
wfo-0001434761,Cereus marginatus,Phyllocactus marginatus,Salm-Dyck,Phyllocactus,marginatus,,,6,Cereus marginatus | Epiphyllum stenopetalum | Epiphyllum strictum | Phyllocactus marginatus | Phyllocactus stenopetalus | Phyllocactus strictus,Cereus marginatus [Synonym] | Epiphyllum stenopetalum [Synonym] | Epiphyllum strictum [Synonym] | Phyllocactus marginatus [Synonym] | Phyllocactus stenopetalus [Synonym] | Phyllocactus strictus [Synonym],,,,,,,,
wfo-0000397931,Phyllocactus maelenii,Phyllocactus maelenii,Salm-Dyck ex Labour.,Phyllocactus,maelenii,,,1,Phyllocactus maelenii,Phyllocactus maelenii [Unchecked],,,,,,,,
wfo-0001434764,Epiphyllum ruestii,Phyllocactus ruestii,Weing.,Phyllocactus,ruestii,,,2,Epiphyllum ruestii | Phyllocactus ruestii,Epiphyllum ruestii [Synonym] | Phyllocactus ruestii [Synonym],,,,,,,,
